"year","age","sero","Species"
2015,3,1,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,10,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,1,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,6,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,1,1,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,8,0,"Bovine"
2015,5,0,"Bovine"
2015,6,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,4,1,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,1,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,3,0,"Bovine"
2015,2,0,"Bovine"
2015,4,1,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,3,1,"Bovine"
2015,1,0,"Bovine"
2015,3,1,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,5,0,"Bovine"
2015,7,0,"Bovine"
2015,5,1,"Bovine"
2015,9,0,"Bovine"
2015,4,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,3,0,"Bovine"
2015,3,1,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,1,0,"Bovine"
2015,5,0,"Bovine"
2015,8,1,"Bovine"
2015,1,0,"Bovine"
2015,8,1,"Bovine"
2015,8,1,"Bovine"
2015,5,1,"Bovine"
2015,3,0,"Bovine"
2015,2,1,"Bovine"
2015,8,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,3,1,"Bovine"
2015,4,1,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,2,1,"Bovine"
2015,2,1,"Bovine"
2015,2,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,4,1,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,3,1,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,2,0,"Bovine"
2015,3,0,"Bovine"
2015,3,1,"Bovine"
2015,2,0,"Bovine"
2015,3,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,4,1,"Bovine"
2015,3,0,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,2,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,3,1,"Bovine"
2015,3,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,2,0,"Bovine"
2015,7,1,"Bovine"
2015,6,1,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,6,1,"Bovine"
2015,10,1,"Bovine"
2015,7,1,"Bovine"
2015,2,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,2,0,"Bovine"
2015,3,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,3,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,1,1,"Bovine"
2015,1,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,3,0,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,9,1,"Bovine"
2015,8,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,12,1,"Bovine"
2015,2,0,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,3,1,"Bovine"
2015,3,0,"Bovine"
2015,4,1,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,1,0,"Bovine"
2015,2,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,1,0,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,4,0,"Bovine"
2015,4,1,"Bovine"
2015,4,1,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Bovine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,1,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,1,"Caprine"
2015,2,0,"Caprine"
2015,2,0,"Caprine"
2015,4,1,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,2,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,1,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,2,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,4,1,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,4,1,"Caprine"
2015,4,1,"Caprine"
2015,3,1,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,1,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,2,0,"Caprine"
2015,4,1,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,4,1,"Caprine"
2015,4,1,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,2,0,"Caprine"
2015,2,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,1,"Caprine"
2015,4,1,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,2,0,"Caprine"
2015,4,0,"Caprine"
2015,2,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,2,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,2,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,3,1,"Caprine"
2015,3,1,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,1,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,1,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,2,0,"Caprine"
2015,4,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,2,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,3,0,"Caprine"
2015,4,0,"Caprine"
2015,2,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,1,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,4,0,"Caprine"
2015,2,0,"Caprine"
2015,3,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Caprine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,1,1,"Ovine"
2015,2,0,"Ovine"
2015,3,0,"Ovine"
2015,1,0,"Ovine"
2015,2,1,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,3,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,2,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,2,1,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,3,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,3,0,"Ovine"
2015,3,1,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,2,0,"Ovine"
2015,4,0,"Ovine"
2015,4,0,"Ovine"
2015,4,1,"Ovine"
2015,4,1,"Ovine"
2015,4,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,4,0,"Ovine"
2015,1,1,"Ovine"
2015,4,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,4,1,"Ovine"
2015,3,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,3,1,"Ovine"
2015,3,0,"Ovine"
2015,3,1,"Ovine"
2015,3,1,"Ovine"
2015,3,1,"Ovine"
2015,3,1,"Ovine"
2015,3,1,"Ovine"
2015,3,1,"Ovine"
2015,4,1,"Ovine"
2015,4,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,4,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,3,0,"Ovine"
2015,4,1,"Ovine"
2015,2,0,"Ovine"
2015,4,0,"Ovine"
2015,4,0,"Ovine"
2015,3,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,4,0,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,4,0,"Ovine"
2015,4,0,"Ovine"
2015,4,1,"Ovine"
2015,2,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,1,0,"Ovine"
2015,4,1,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,1,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,1,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,4,1,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,2,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,4,0,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,2,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,0,"Ovine"
2015,1,1,"Ovine"
2015,2,0,"Ovine"
2015,1,0,"Ovine"
2015,3,1,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
2015,3,0,"Ovine"
